"family_prompt_id","canonical_family_name","surface","domain","member_count","risk_range","base_authority","base_data_ceiling","base_tool_ceiling","base_memory_ceiling","member_data_classes","member_tool_classes","member_memory_scopes","required_modules","exceptions","owner","status"
"FAM-DEVELOPMENT-FLUTTER-MOBILE-MOBILE-TESTING-v1","mobile_testing","DEVELOPMENT","flutter_mobile","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FLUTTER-MOBILE-MOBILE-TESTING-v1","NONE","AG-DEV-0121","APPROVED"
"FAM-DEVELOPMENT-FLUTTER-MOBILE-NAVIGATION-v1","navigation","DEVELOPMENT","flutter_mobile","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FLUTTER-MOBILE-NAVIGATION-v1","NONE","AG-DEV-0121","APPROVED"
"FAM-DEVELOPMENT-FLUTTER-MOBILE-OFFLINE-SYNCHRONIZATION-v1","offline_synchronization","DEVELOPMENT","flutter_mobile","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FLUTTER-MOBILE-OFFLINE-SYNCHRONIZATION-v1","NONE","AG-DEV-0121","APPROVED"
"FAM-DEVELOPMENT-FLUTTER-MOBILE-STATE-MANAGEMENT-v1","state_management","DEVELOPMENT","flutter_mobile","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FLUTTER-MOBILE-STATE-MANAGEMENT-v1","NONE","AG-DEV-0121","APPROVED"
"FAM-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-CLIENT-CACHING-v1","client_caching","DEVELOPMENT","frontend_design_systems","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-CLIENT-CACHING-v1","NONE","AG-DEV-0271","APPROVED"
"FAM-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-COMPONENT-LIBRARIES-v1","component_libraries","DEVELOPMENT","frontend_design_systems","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-COMPONENT-LIBRARIES-v1","NONE","AG-DEV-0271","APPROVED"
"FAM-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-CONFIGURATION-v1","configuration","DEVELOPMENT","frontend_design_systems","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-CONFIGURATION-v1","NONE","AG-DEV-0271","APPROVED"
"FAM-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-DESIGN-SYSTEMS-v1","design_systems","DEVELOPMENT","frontend_design_systems","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-DESIGN-SYSTEMS-v1","NONE","AG-DEV-0271","APPROVED"
"FAM-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-FEATURE-FLAGS-v1","feature_flags","DEVELOPMENT","frontend_design_systems","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-FEATURE-FLAGS-v1","NONE","AG-DEV-0271","APPROVED"
"FAM-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-FRONTEND-ARCHITECTURE-v1","frontend_architecture","DEVELOPMENT","frontend_design_systems","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-FRONTEND-ARCHITECTURE-v1","NONE","AG-DEV-0001","APPROVED"
"FAM-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-VISUAL-REGRESSION-v1","visual_regression","DEVELOPMENT","frontend_design_systems","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-FRONTEND-DESIGN-SYSTEMS-VISUAL-REGRESSION-v1","NONE","AG-DEV-0271","APPROVED"
"FAM-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-APP-STORE-RELEASE-v1","app_store_release","DEVELOPMENT","integrations_commerce_stores","7","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-APP-STORE-RELEASE-v1","NONE","AG-DEV-1121","APPROVED"
"FAM-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-EXTERNAL-INTEGRATIONS-v1","external_integrations","DEVELOPMENT","integrations_commerce_stores","7","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-EXTERNAL-INTEGRATIONS-v1","NONE","AG-DEV-1121","APPROVED"
"FAM-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-MCP-v1","mcp","DEVELOPMENT","integrations_commerce_stores","8","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-MCP-v1","NONE","AG-DEV-0001","APPROVED"
"FAM-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-PAYMENTS-ENGINEERING-v1","payments_engineering","DEVELOPMENT","integrations_commerce_stores","7","HIGH","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-PAYMENTS-ENGINEERING-v1","NONE","AG-DEV-1121","APPROVED"
"FAM-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-PLAY-STORE-RELEASE-v1","play_store_release","DEVELOPMENT","integrations_commerce_stores","7","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-PLAY-STORE-RELEASE-v1","NONE","AG-DEV-1121","APPROVED"
"FAM-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-PROVIDER-ADAPTERS-v1","provider_adapters","DEVELOPMENT","integrations_commerce_stores","7","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-PROVIDER-ADAPTERS-v1","NONE","AG-DEV-1121","APPROVED"
"FAM-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-SUBSCRIPTION-ENGINEERING-v1","subscription_engineering","DEVELOPMENT","integrations_commerce_stores","7","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-INTEGRATIONS-COMMERCE-STORES-SUBSCRIPTION-ENGINEERING-v1","NONE","AG-DEV-1121","APPROVED"
"FAM-DEVELOPMENT-PERFORMANCE-SCALABILITY-CACHING-v1","caching","DEVELOPMENT","performance_scalability","8","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PERFORMANCE-SCALABILITY-CACHING-v1","NONE","AG-DEV-1071","APPROVED"
"FAM-DEVELOPMENT-PERFORMANCE-SCALABILITY-CAPACITY-PLANNING-v1","capacity_planning","DEVELOPMENT","performance_scalability","9","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PERFORMANCE-SCALABILITY-CAPACITY-PLANNING-v1","NONE","AG-DEV-1071","APPROVED"
"FAM-DEVELOPMENT-PERFORMANCE-SCALABILITY-COST-AWARE-SCALABILITY-v1","cost_aware_scalability","DEVELOPMENT","performance_scalability","8","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PERFORMANCE-SCALABILITY-COST-AWARE-SCALABILITY-v1","NONE","AG-DEV-1071","APPROVED"
"FAM-DEVELOPMENT-PERFORMANCE-SCALABILITY-LOAD-TESTING-v1","load_testing","DEVELOPMENT","performance_scalability","8","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PERFORMANCE-SCALABILITY-LOAD-TESTING-v1","NONE","AG-DEV-1071","APPROVED"
"FAM-DEVELOPMENT-PERFORMANCE-SCALABILITY-PERFORMANCE-ENGINEERING-v1","performance_engineering","DEVELOPMENT","performance_scalability","9","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-DEVELOPMENT-PERFORMANCE-SCALABILITY-PERFORMANCE-ENGINEERING-v1","NONE","AG-DEV-0001","APPROVED"
"FAM-DEVELOPMENT-PERFORMANCE-SCALABILITY-RELIABILITY-MODELING-v1","reliability_modeling","DEVELOPMENT","performance_scalability","8","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PERFORMANCE-SCALABILITY-RELIABILITY-MODELING-v1","NONE","AG-DEV-1071","APPROVED"
"FAM-DEVELOPMENT-PLATFORM-CLIENTS-ANDROID-ENGINEERING-v1","android_engineering","DEVELOPMENT","platform_clients","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PLATFORM-CLIENTS-ANDROID-ENGINEERING-v1","NONE","AG-DEV-0211","APPROVED"
"FAM-DEVELOPMENT-PLATFORM-CLIENTS-BROWSER-COMPATIBILITY-v1","browser_compatibility","DEVELOPMENT","platform_clients","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PLATFORM-CLIENTS-BROWSER-COMPATIBILITY-v1","NONE","AG-DEV-0211","APPROVED"
"FAM-DEVELOPMENT-PLATFORM-CLIENTS-IOS-ENGINEERING-v1","ios_engineering","DEVELOPMENT","platform_clients","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-DEVELOPMENT-PLATFORM-CLIENTS-IOS-ENGINEERING-v1","NONE","AG-DEV-0001","APPROVED"
"FAM-DEVELOPMENT-PLATFORM-CLIENTS-NATIVE-INTEGRATION-v1","native_integration","DEVELOPMENT","platform_clients","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PLATFORM-CLIENTS-NATIVE-INTEGRATION-v1","NONE","AG-DEV-0211","APPROVED"
"FAM-DEVELOPMENT-PLATFORM-CLIENTS-RESPONSIVE-UI-v1","responsive_ui","DEVELOPMENT","platform_clients","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PLATFORM-CLIENTS-RESPONSIVE-UI-v1","NONE","AG-DEV-0211","APPROVED"
"FAM-DEVELOPMENT-PLATFORM-CLIENTS-WEB-ENGINEERING-v1","web_engineering","DEVELOPMENT","platform_clients","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PLATFORM-CLIENTS-WEB-ENGINEERING-v1","NONE","AG-DEV-0211","APPROVED"
"FAM-DEVELOPMENT-POSTGRES-SUPABASE-DATA-BACKUP-v1","backup","DEVELOPMENT","postgres_supabase_data","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-POSTGRES-SUPABASE-DATA-BACKUP-v1","NONE","AG-DEV-0441","APPROVED"
"FAM-DEVELOPMENT-POSTGRES-SUPABASE-DATA-DATA-PIPELINES-v1","data_pipelines","DEVELOPMENT","postgres_supabase_data","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-POSTGRES-SUPABASE-DATA-DATA-PIPELINES-v1","NONE","AG-DEV-0441","APPROVED"
"FAM-DEVELOPMENT-POSTGRES-SUPABASE-DATA-DATABASE-TESTING-v1","database_testing","DEVELOPMENT","postgres_supabase_data","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-POSTGRES-SUPABASE-DATA-DATABASE-TESTING-v1","NONE","AG-DEV-0441","APPROVED"
"FAM-DEVELOPMENT-POSTGRES-SUPABASE-DATA-MIGRATION-ENGINEERING-v1","migration_engineering","DEVELOPMENT","postgres_supabase_data","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-POSTGRES-SUPABASE-DATA-MIGRATION-ENGINEERING-v1","NONE","AG-DEV-0441","APPROVED"
"FAM-DEVELOPMENT-POSTGRES-SUPABASE-DATA-POSTGRESQL-v1","postgresql","DEVELOPMENT","postgres_supabase_data","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-DEVELOPMENT-POSTGRES-SUPABASE-DATA-POSTGRESQL-v1","NONE","AG-DEV-0001","APPROVED"
"FAM-DEVELOPMENT-POSTGRES-SUPABASE-DATA-RESTORE-v1","restore","DEVELOPMENT","postgres_supabase_data","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-POSTGRES-SUPABASE-DATA-RESTORE-v1","NONE","AG-DEV-0441","APPROVED"
"FAM-DEVELOPMENT-POSTGRES-SUPABASE-DATA-RLS-v1","rls","DEVELOPMENT","postgres_supabase_data","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-POSTGRES-SUPABASE-DATA-RLS-v1","NONE","AG-DEV-0441","APPROVED"
"FAM-DEVELOPMENT-POSTGRES-SUPABASE-DATA-SCHEMA-DESIGN-v1","schema_design","DEVELOPMENT","postgres_supabase_data","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-POSTGRES-SUPABASE-DATA-SCHEMA-DESIGN-v1","NONE","AG-DEV-0441","APPROVED"
"FAM-DEVELOPMENT-POSTGRES-SUPABASE-DATA-SUPABASE-v1","supabase","DEVELOPMENT","postgres_supabase_data","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-POSTGRES-SUPABASE-DATA-SUPABASE-v1","NONE","AG-DEV-0441","APPROVED"
"FAM-DEVELOPMENT-PROMPTS-MEMORY-RAG-EVALUATION-CONTEXT-OPTIMIZATION-v1","context_optimization","DEVELOPMENT","prompts_memory_rag_evaluation","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PROMPTS-MEMORY-RAG-EVALUATION-CONTEXT-OPTIMIZATION-v1","NONE","AG-DEV-0811","APPROVED"
"FAM-DEVELOPMENT-PROMPTS-MEMORY-RAG-EVALUATION-DATA-QUALITY-v1","data_quality","DEVELOPMENT","prompts_memory_rag_evaluation","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PROMPTS-MEMORY-RAG-EVALUATION-DATA-QUALITY-v1","NONE","AG-DEV-0811","APPROVED"
"FAM-DEVELOPMENT-PROMPTS-MEMORY-RAG-EVALUATION-EMBEDDING-EVALUATION-v1","embedding_evaluation","DEVELOPMENT","prompts_memory_rag_evaluation","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PROMPTS-MEMORY-RAG-EVALUATION-EMBEDDING-EVALUATION-v1","NONE","AG-DEV-0811","APPROVED"
"FAM-DEVELOPMENT-PROMPTS-MEMORY-RAG-EVALUATION-FEDERATED-MEMORY-v1","federated_memory","DEVELOPMENT","prompts_memory_rag_evaluation","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PROMPTS-MEMORY-RAG-EVALUATION-FEDERATED-MEMORY-v1","NONE","AG-DEV-0811","APPROVED"
"FAM-DEVELOPMENT-PROMPTS-MEMORY-RAG-EVALUATION-LLM-EVALUATION-v1","llm_evaluation","DEVELOPMENT","prompts_memory_rag_evaluation","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK","MOD-DEVELOPMENT-PROMPTS-MEMORY-RAG-EVALUATION-LLM-EVALUATION-v1","NONE","AG-DEV-0811","APPROVED"
"FAM-DEVELOPMENT-PROMPTS-MEMORY-RAG-EVALUATION-PROMPT-ENGINEERING-v1","prompt_engineering","DEVELOPMENT","prompts_memory_rag_evaluation","10","MODERATE","DOCUMENTARY_ONLY_DENY_BY_DEFAULT","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","DENY_BY_DEFAULT_IDENTITY_BOUND","NO_USER_DATA","NO_TOOLS;READ_ONLY_TOOLS","EPHEMERAL_TASK;SURFACE_MEMORY","MOD-DEVELOPMENT-PROMPTS-MEMORY-RAG-EVALUATION-PROMPT-ENGINEERING-v1","NONE","AG-DEV-0001","APPROVED"
